SEED_1,TEAM_1,SEED_2,TEAM_2,Team1W_Prob
11.0,North Carolina St.,1.0,Purdue,0.113
11.0,North Carolina St.,2.0,Arizona,0.189
11.0,North Carolina St.,2.0,Iowa St.,0.142
11.0,North Carolina St.,2.0,Marquette,0.227
11.0,North Carolina St.,2.0,Tennessee,0.23
11.0,North Carolina St.,3.0,Baylor,0.286
11.0,North Carolina St.,3.0,Creighton,0.375
11.0,North Carolina St.,3.0,Illinois,0.275
11.0,North Carolina St.,3.0,Kentucky,0.379
11.0,North Carolina St.,4.0,Alabama,0.281
11.0,North Carolina St.,4.0,Auburn,0.168
11.0,North Carolina St.,4.0,Duke,0.283
11.0,North Carolina St.,4.0,Kansas,0.358
11.0,North Carolina St.,5.0,Gonzaga,0.308
11.0,North Carolina St.,5.0,Saint Mary's,0.332
11.0,North Carolina St.,5.0,San Diego St.,0.393
11.0,North Carolina St.,5.0,Wisconsin,0.327
11.0,North Carolina St.,6.0,BYU,0.304
11.0,North Carolina St.,6.0,Clemson,0.488
11.0,North Carolina St.,6.0,South Carolina,0.42
11.0,North Carolina St.,6.0,Texas Tech,0.372
11.0,North Carolina St.,7.0,Dayton,0.432
11.0,North Carolina St.,7.0,Florida,0.336
11.0,North Carolina St.,7.0,Texas,0.357
11.0,North Carolina St.,7.0,Washington St.,0.455
11.0,North Carolina St.,8.0,Florida Atlantic,0.448
11.0,North Carolina St.,8.0,Mississippi St.,0.406
11.0,North Carolina St.,8.0,Nebraska,0.381
11.0,North Carolina St.,8.0,Utah St.,0.456
11.0,North Carolina St.,9.0,Michigan St.,0.347
11.0,North Carolina St.,9.0,Northwestern,0.392
11.0,North Carolina St.,9.0,TCU,0.355
11.0,North Carolina St.,9.0,Texas A&M,0.392
11.0,North Carolina St.,10.0,Boise St.,0.429
11.0,North Carolina St.,10.0,Colorado,0.384
11.0,North Carolina St.,10.0,Colorado St.,0.438
11.0,North Carolina St.,10.0,Drake,0.461
11.0,North Carolina St.,10.0,Nevada,0.383
11.0,North Carolina St.,10.0,Virginia,0.462
11.0,North Carolina St.,11.0,Duquesne,0.588
11.0,North Carolina St.,11.0,New Mexico,0.285
11.0,North Carolina St.,11.0,Oregon,0.446
11.0,North Carolina St.,12.0,Grand Canyon,0.455
11.0,North Carolina St.,12.0,James Madison,0.435
11.0,North Carolina St.,12.0,McNeese St.,0.427
11.0,North Carolina St.,12.0,UAB,0.684
11.0,North Carolina St.,13.0,College of Charleston,0.604
11.0,North Carolina St.,13.0,Samford,0.506
11.0,North Carolina St.,13.0,Vermont,0.696
11.0,North Carolina St.,13.0,Yale,0.609
11.0,North Carolina St.,14.0,Akron,0.754
11.0,North Carolina St.,14.0,Colgate,0.818
11.0,North Carolina St.,14.0,Morehead St.,0.754
11.0,North Carolina St.,14.0,Oakland,0.752
11.0,North Carolina St.,15.0,Long Beach St.,0.849
11.0,North Carolina St.,15.0,Saint Peter's,0.859
11.0,North Carolina St.,15.0,South Dakota St.,0.816
11.0,North Carolina St.,15.0,Western Kentucky,0.78
11.0,North Carolina St.,16.0,Grambling St.,0.921
11.0,North Carolina St.,16.0,Howard,0.94
11.0,North Carolina St.,16.0,Longwood,0.814
11.0,North Carolina St.,16.0,Montana St.,0.911
11.0,North Carolina St.,16.0,Stetson,0.895
11.0,North Carolina St.,16.0,Wagner,0.942
11.0,Oregon,1.0,Connecticut,0.115
11.0,Oregon,1.0,Houston,0.068
11.0,Oregon,1.0,North Carolina,0.313
11.0,Oregon,1.0,Purdue,0.136
11.0,Oregon,2.0,Arizona,0.225
11.0,Oregon,2.0,Iowa St.,0.17
11.0,Oregon,2.0,Marquette,0.268
11.0,Oregon,2.0,Tennessee,0.27
11.0,Oregon,3.0,Baylor,0.332
11.0,Oregon,3.0,Creighton,0.427
11.0,Oregon,3.0,Illinois,0.32
11.0,Oregon,3.0,Kentucky,0.431
11.0,Oregon,4.0,Alabama,0.327
11.0,Oregon,4.0,Auburn,0.201
11.0,Oregon,4.0,Duke,0.329
11.0,Oregon,4.0,Kansas,0.409
11.0,Oregon,5.0,Gonzaga,0.356
11.0,Oregon,5.0,Saint Mary's,0.381
11.0,Oregon,5.0,San Diego St.,0.446
11.0,Oregon,5.0,Wisconsin,0.376
11.0,Oregon,6.0,BYU,0.351
11.0,Oregon,6.0,Clemson,0.541
11.0,Oregon,6.0,South Carolina,0.474
11.0,Oregon,6.0,Texas Tech,0.423
11.0,Oregon,7.0,Dayton,0.486
11.0,Oregon,7.0,Florida,0.385
11.0,Oregon,7.0,Texas,0.408
11.0,Oregon,7.0,Washington St.,0.508
11.0,Oregon,8.0,Florida Atlantic,0.502
11.0,Oregon,8.0,Mississippi St.,0.459
11.0,Oregon,8.0,Nebraska,0.433
11.0,Oregon,8.0,Utah St.,0.51
11.0,Oregon,9.0,Michigan St.,0.398
11.0,Oregon,9.0,Northwestern,0.445
11.0,Oregon,9.0,TCU,0.406
11.0,Oregon,9.0,Texas A&M,0.445
11.0,Oregon,10.0,Boise St.,0.483
11.0,Oregon,10.0,Colorado,0.437
11.0,Oregon,10.0,Colorado St.,0.492
11.0,Oregon,10.0,Drake,0.514
11.0,Oregon,10.0,Nevada,0.435
11.0,Oregon,10.0,Virginia,0.516
11.0,Oregon,11.0,Duquesne,0.639
11.0,Oregon,11.0,New Mexico,0.331
11.0,Oregon,11.0,North Carolina St.,0.554
11.0,Oregon,12.0,Grand Canyon,0.509
11.0,Oregon,12.0,James Madison,0.489
11.0,Oregon,12.0,McNeese St.,0.48
11.0,Oregon,12.0,UAB,0.729
11.0,Oregon,13.0,College of Charleston,0.654
11.0,Oregon,13.0,Samford,0.56
11.0,Oregon,13.0,Vermont,0.74
11.0,Oregon,13.0,Yale,0.659
11.0,Oregon,14.0,Akron,0.792
11.0,Oregon,14.0,Colgate,0.848
11.0,Oregon,14.0,Morehead St.,0.792
11.0,Oregon,14.0,Oakland,0.79
11.0,Oregon,15.0,Long Beach St.,0.875
11.0,Oregon,15.0,Saint Peter's,0.884
11.0,Oregon,15.0,South Dakota St.,0.847
11.0,Oregon,15.0,Western Kentucky,0.814
11.0,Oregon,16.0,Grambling St.,0.935
11.0,Oregon,16.0,Howard,0.951
11.0,Oregon,16.0,Longwood,0.844
11.0,Oregon,16.0,Montana St.,0.927
11.0,Oregon,16.0,Stetson,0.914
11.0,Oregon,16.0,Wagner,0.953
12.0,Grand Canyon,1.0,Connecticut,0.112
12.0,Grand Canyon,1.0,Houston,0.066
12.0,Grand Canyon,1.0,North Carolina,0.305
12.0,Grand Canyon,1.0,Purdue,0.132
12.0,Grand Canyon,2.0,Arizona,0.218
12.0,Grand Canyon,2.0,Iowa St.,0.165
12.0,Grand Canyon,2.0,Marquette,0.26
12.0,Grand Canyon,2.0,Tennessee,0.263
12.0,Grand Canyon,3.0,Baylor,0.324
12.0,Grand Canyon,3.0,Creighton,0.418
12.0,Grand Canyon,3.0,Illinois,0.312
12.0,Grand Canyon,3.0,Kentucky,0.422
12.0,Grand Canyon,4.0,Alabama,0.319
12.0,Grand Canyon,4.0,Auburn,0.195
12.0,Grand Canyon,4.0,Duke,0.321
12.0,Grand Canyon,4.0,Kansas,0.401
12.0,Grand Canyon,5.0,Gonzaga,0.348
12.0,Grand Canyon,5.0,Saint Mary's,0.373
12.0,Grand Canyon,5.0,San Diego St.,0.437
12.0,Grand Canyon,5.0,Wisconsin,0.368
12.0,Grand Canyon,6.0,BYU,0.343
12.0,Grand Canyon,6.0,Clemson,0.532
12.0,Grand Canyon,6.0,South Carolina,0.465
12.0,Grand Canyon,6.0,Texas Tech,0.414
12.0,Grand Canyon,7.0,Dayton,0.477
12.0,Grand Canyon,7.0,Florida,0.377
12.0,Grand Canyon,7.0,Texas,0.399
12.0,Grand Canyon,7.0,Washington St.,0.499
12.0,Grand Canyon,8.0,Florida Atlantic,0.493
12.0,Grand Canyon,8.0,Mississippi St.,0.45
12.0,Grand Canyon,8.0,Nebraska,0.424
12.0,Grand Canyon,8.0,Utah St.,0.501
12.0,Grand Canyon,9.0,Michigan St.,0.389
12.0,Grand Canyon,9.0,Northwestern,0.436
12.0,Grand Canyon,9.0,TCU,0.397
12.0,Grand Canyon,9.0,Texas A&M,0.436
12.0,Grand Canyon,10.0,Boise St.,0.474
12.0,Grand Canyon,10.0,Colorado,0.428
12.0,Grand Canyon,10.0,Colorado St.,0.482
12.0,Grand Canyon,10.0,Drake,0.505
12.0,Grand Canyon,10.0,Nevada,0.426
12.0,Grand Canyon,10.0,Virginia,0.507
12.0,Grand Canyon,11.0,Duquesne,0.63
12.0,Grand Canyon,11.0,New Mexico,0.323
12.0,Grand Canyon,11.0,North Carolina St.,0.545
12.0,Grand Canyon,11.0,Oregon,0.491
12.0,Grand Canyon,12.0,James Madison,0.48
12.0,Grand Canyon,12.0,McNeese St.,0.471
12.0,Grand Canyon,12.0,UAB,0.722
12.0,Grand Canyon,13.0,College of Charleston,0.646
12.0,Grand Canyon,13.0,Samford,0.551
12.0,Grand Canyon,13.0,Vermont,0.733
12.0,Grand Canyon,13.0,Yale,0.651
12.0,Grand Canyon,14.0,Akron,0.786
12.0,Grand Canyon,14.0,Colgate,0.843
12.0,Grand Canyon,14.0,Morehead St.,0.785
12.0,Grand Canyon,14.0,Oakland,0.784
12.0,Grand Canyon,15.0,Long Beach St.,0.87
12.0,Grand Canyon,15.0,Saint Peter's,0.88
12.0,Grand Canyon,15.0,South Dakota St.,0.842
12.0,Grand Canyon,15.0,Western Kentucky,0.809
12.0,Grand Canyon,16.0,Grambling St.,0.933
12.0,Grand Canyon,16.0,Howard,0.949
12.0,Grand Canyon,16.0,Longwood,0.839
12.0,Grand Canyon,16.0,Montana St.,0.925
12.0,Grand Canyon,16.0,Stetson,0.911
12.0,Grand Canyon,16.0,Wagner,0.951
12.0,James Madison,1.0,Connecticut,0.12
12.0,James Madison,1.0,Houston,0.071
12.0,James Madison,1.0,North Carolina,0.323
12.0,James Madison,1.0,Purdue,0.141
12.0,James Madison,2.0,Arizona,0.233
12.0,James Madison,2.0,Iowa St.,0.177
12.0,James Madison,2.0,Marquette,0.276
12.0,James Madison,2.0,Tennessee,0.279
12.0,James Madison,3.0,Baylor,0.342
12.0,James Madison,3.0,Creighton,0.438
12.0,James Madison,3.0,Illinois,0.33
12.0,James Madison,3.0,Kentucky,0.442
12.0,James Madison,4.0,Alabama,0.337
12.0,James Madison,4.0,Auburn,0.208
12.0,James Madison,4.0,Duke,0.339
12.0,James Madison,4.0,Kansas,0.42
12.0,James Madison,5.0,Gonzaga,0.366
12.0,James Madison,5.0,Saint Mary's,0.392
12.0,James Madison,5.0,San Diego St.,0.457
12.0,James Madison,5.0,Wisconsin,0.387
12.0,James Madison,6.0,BYU,0.362
12.0,James Madison,6.0,Clemson,0.552
12.0,James Madison,6.0,South Carolina,0.485
12.0,James Madison,6.0,Texas Tech,0.434
12.0,James Madison,7.0,Dayton,0.497
12.0,James Madison,7.0,Florida,0.396
12.0,James Madison,7.0,Texas,0.418
12.0,James Madison,7.0,Washington St.,0.519
12.0,James Madison,8.0,Florida Atlantic,0.513
12.0,James Madison,8.0,Mississippi St.,0.47
12.0,James Madison,8.0,Nebraska,0.444
12.0,James Madison,8.0,Utah St.,0.521
12.0,James Madison,9.0,Michigan St.,0.408
12.0,James Madison,9.0,Northwestern,0.456
12.0,James Madison,9.0,TCU,0.417
12.0,James Madison,9.0,Texas A&M,0.456
12.0,James Madison,10.0,Boise St.,0.494
12.0,James Madison,10.0,Colorado,0.448
12.0,James Madison,10.0,Colorado St.,0.503
12.0,James Madison,10.0,Drake,0.526
12.0,James Madison,10.0,Nevada,0.446
12.0,James Madison,10.0,Virginia,0.527
12.0,James Madison,11.0,Duquesne,0.649
12.0,James Madison,11.0,New Mexico,0.341
12.0,James Madison,11.0,North Carolina St.,0.565
12.0,James Madison,11.0,Oregon,0.511
12.0,James Madison,12.0,Grand Canyon,0.52
12.0,James Madison,12.0,McNeese St.,0.491
12.0,James Madison,12.0,UAB,0.738
12.0,James Madison,13.0,College of Charleston,0.664
12.0,James Madison,13.0,Samford,0.571
12.0,James Madison,13.0,Vermont,0.748
12.0,James Madison,13.0,Yale,0.669
12.0,James Madison,14.0,Akron,0.799
12.0,James Madison,14.0,Colgate,0.854
12.0,James Madison,14.0,Morehead St.,0.799
12.0,James Madison,14.0,Oakland,0.798
12.0,James Madison,15.0,Long Beach St.,0.879
12.0,James Madison,15.0,Saint Peter's,0.888
12.0,James Madison,15.0,South Dakota St.,0.852
12.0,James Madison,15.0,Western Kentucky,0.821
12.0,James Madison,16.0,Grambling St.,0.938
12.0,James Madison,16.0,Howard,0.953
12.0,James Madison,16.0,Longwood,0.85
12.0,James Madison,16.0,Montana St.,0.93
12.0,James Madison,16.0,Stetson,0.917
12.0,James Madison,16.0,Wagner,0.955
12.0,McNeese St.,1.0,Connecticut,0.124
12.0,McNeese St.,1.0,Houston,0.074
12.0,McNeese St.,1.0,North Carolina,0.331
12.0,McNeese St.,1.0,Purdue,0.146
12.0,McNeese St.,2.0,Arizona,0.239
12.0,McNeese St.,2.0,Iowa St.,0.182
12.0,McNeese St.,2.0,Marquette,0.284
12.0,McNeese St.,2.0,Tennessee,0.286
12.0,McNeese St.,3.0,Baylor,0.35
12.0,McNeese St.,3.0,Creighton,0.447
12.0,McNeese St.,3.0,Illinois,0.338
12.0,McNeese St.,3.0,Kentucky,0.451
12.0,McNeese St.,4.0,Alabama,0.345
12.0,McNeese St.,4.0,Auburn,0.214
12.0,McNeese St.,4.0,Duke,0.347
12.0,McNeese St.,4.0,Kansas,0.429
12.0,McNeese St.,5.0,Gonzaga,0.375
12.0,McNeese St.,5.0,Saint Mary's,0.4
12.0,McNeese St.,5.0,San Diego St.,0.466
12.0,McNeese St.,5.0,Wisconsin,0.395
12.0,McNeese St.,6.0,BYU,0.37
12.0,McNeese St.,6.0,Clemson,0.561
12.0,McNeese St.,6.0,South Carolina,0.494
12.0,McNeese St.,6.0,Texas Tech,0.443
12.0,McNeese St.,7.0,Dayton,0.506
12.0,McNeese St.,7.0,Florida,0.405
12.0,McNeese St.,7.0,Texas,0.427
12.0,McNeese St.,7.0,Washington St.,0.528
12.0,McNeese St.,8.0,Florida Atlantic,0.522
12.0,McNeese St.,8.0,Mississippi St.,0.479
12.0,McNeese St.,8.0,Nebraska,0.452
12.0,McNeese St.,8.0,Utah St.,0.53
12.0,McNeese St.,9.0,Michigan St.,0.417
12.0,McNeese St.,9.0,Northwestern,0.465
12.0,McNeese St.,9.0,TCU,0.426
12.0,McNeese St.,9.0,Texas A&M,0.464
12.0,McNeese St.,10.0,Boise St.,0.503
12.0,McNeese St.,10.0,Colorado,0.456
12.0,McNeese St.,10.0,Colorado St.,0.512
12.0,McNeese St.,10.0,Drake,0.534
12.0,McNeese St.,10.0,Nevada,0.455
12.0,McNeese St.,10.0,Virginia,0.536
12.0,McNeese St.,11.0,Duquesne,0.657
12.0,McNeese St.,11.0,New Mexico,0.349
12.0,McNeese St.,11.0,North Carolina St.,0.573
12.0,McNeese St.,11.0,Oregon,0.52
12.0,McNeese St.,12.0,Grand Canyon,0.529
12.0,McNeese St.,12.0,James Madison,0.509
12.0,McNeese St.,12.0,UAB,0.745
12.0,McNeese St.,13.0,College of Charleston,0.672
12.0,McNeese St.,13.0,Samford,0.58
12.0,McNeese St.,13.0,Vermont,0.755
12.0,McNeese St.,13.0,Yale,0.677
12.0,McNeese St.,14.0,Akron,0.805
12.0,McNeese St.,14.0,Colgate,0.858
12.0,McNeese St.,14.0,Morehead St.,0.804
12.0,McNeese St.,14.0,Oakland,0.803
12.0,McNeese St.,15.0,Long Beach St.,0.883
12.0,McNeese St.,15.0,Saint Peter's,0.892
12.0,McNeese St.,15.0,South Dakota St.,0.857
12.0,McNeese St.,15.0,Western Kentucky,0.826
12.0,McNeese St.,16.0,Grambling St.,0.94
12.0,McNeese St.,16.0,Howard,0.955
12.0,McNeese St.,16.0,Longwood,0.855
12.0,McNeese St.,16.0,Montana St.,0.932
12.0,McNeese St.,16.0,Stetson,0.92
12.0,McNeese St.,16.0,Wagner,0.956
12.0,UAB,1.0,Connecticut,0.046
12.0,UAB,1.0,Houston,0.027
12.0,UAB,1.0,North Carolina,0.145
12.0,UAB,1.0,Purdue,0.055
12.0,UAB,2.0,Arizona,0.097
12.0,UAB,2.0,Iowa St.,0.071
12.0,UAB,2.0,Marquette,0.119
12.0,UAB,2.0,Tennessee,0.121
12.0,UAB,3.0,Baylor,0.156
12.0,UAB,3.0,Creighton,0.217
12.0,UAB,3.0,Illinois,0.149
12.0,UAB,3.0,Kentucky,0.22
12.0,UAB,4.0,Alabama,0.153
12.0,UAB,4.0,Auburn,0.085
12.0,UAB,4.0,Duke,0.154
12.0,UAB,4.0,Kansas,0.205
12.0,UAB,5.0,Gonzaga,0.171
12.0,UAB,5.0,Saint Mary's,0.186
12.0,UAB,5.0,San Diego St.,0.23
12.0,UAB,5.0,Wisconsin,0.183
12.0,UAB,6.0,BYU,0.168
12.0,UAB,6.0,Clemson,0.305
12.0,UAB,6.0,South Carolina,0.251
12.0,UAB,6.0,Texas Tech,0.214
12.0,UAB,7.0,Dayton,0.26
12.0,UAB,7.0,Florida,0.189
12.0,UAB,7.0,Texas,0.204
12.0,UAB,7.0,Washington St.,0.278
12.0,UAB,8.0,Florida Atlantic,0.272
12.0,UAB,8.0,Mississippi St.,0.24
12.0,UAB,8.0,Nebraska,0.221
12.0,UAB,8.0,Utah St.,0.279
12.0,UAB,9.0,Michigan St.,0.197
12.0,UAB,9.0,Northwestern,0.229
12.0,UAB,9.0,TCU,0.203
12.0,UAB,9.0,Texas A&M,0.229
12.0,UAB,10.0,Boise St.,0.257
12.0,UAB,10.0,Colorado,0.224
12.0,UAB,10.0,Colorado St.,0.264
12.0,UAB,10.0,Drake,0.283
12.0,UAB,10.0,Nevada,0.222
12.0,UAB,10.0,Virginia,0.284
12.0,UAB,11.0,Duquesne,0.397
12.0,UAB,11.0,New Mexico,0.156
12.0,UAB,11.0,North Carolina St.,0.316
12.0,UAB,11.0,Oregon,0.271
12.0,UAB,12.0,Grand Canyon,0.278
12.0,UAB,12.0,James Madison,0.262
12.0,UAB,12.0,McNeese St.,0.255
12.0,UAB,13.0,College of Charleston,0.413
12.0,UAB,13.0,Samford,0.321
12.0,UAB,13.0,Vermont,0.514
12.0,UAB,13.0,Yale,0.418
12.0,UAB,14.0,Akron,0.586
12.0,UAB,14.0,Colgate,0.675
12.0,UAB,14.0,Morehead St.,0.585
12.0,UAB,14.0,Oakland,0.584
12.0,UAB,15.0,Long Beach St.,0.722
12.0,UAB,15.0,Saint Peter's,0.738
12.0,UAB,15.0,South Dakota St.,0.672
12.0,UAB,15.0,Western Kentucky,0.62
12.0,UAB,16.0,Grambling St.,0.843
12.0,UAB,16.0,Howard,0.878
12.0,UAB,16.0,Longwood,0.668
12.0,UAB,16.0,Montana St.,0.826
12.0,UAB,16.0,Stetson,0.797
12.0,UAB,16.0,Wagner,0.882
13.0,College of Charleston,1.0,Connecticut,0.064
13.0,College of Charleston,1.0,Houston,0.037
13.0,College of Charleston,1.0,North Carolina,0.194
13.0,College of Charleston,1.0,Purdue,0.077
13.0,College of Charleston,2.0,Arizona,0.133
13.0,College of Charleston,2.0,Iowa St.,0.098
13.0,College of Charleston,2.0,Marquette,0.162
13.0,College of Charleston,2.0,Tennessee,0.164
13.0,College of Charleston,3.0,Baylor,0.208
13.0,College of Charleston,3.0,Creighton,0.283
13.0,College of Charleston,3.0,Illinois,0.199
13.0,College of Charleston,3.0,Kentucky,0.286
13.0,College of Charleston,4.0,Alabama,0.204
13.0,College of Charleston,4.0,Auburn,0.117
13.0,College of Charleston,4.0,Duke,0.206
13.0,College of Charleston,4.0,Kansas,0.268
13.0,College of Charleston,5.0,Gonzaga,0.226
13.0,College of Charleston,5.0,Saint Mary's,0.246
13.0,College of Charleston,5.0,San Diego St.,0.298
13.0,College of Charleston,5.0,Wisconsin,0.242
13.0,College of Charleston,6.0,BYU,0.222
13.0,College of Charleston,6.0,Clemson,0.384
13.0,College of Charleston,6.0,South Carolina,0.322
13.0,College of Charleston,6.0,Texas Tech,0.279
13.0,College of Charleston,7.0,Dayton,0.333
13.0,College of Charleston,7.0,Florida,0.249
13.0,College of Charleston,7.0,Texas,0.267
13.0,College of Charleston,7.0,Washington St.,0.353
13.0,College of Charleston,8.0,Florida Atlantic,0.347
13.0,College of Charleston,8.0,Mississippi St.,0.309
13.0,College of Charleston,8.0,Nebraska,0.287
13.0,College of Charleston,8.0,Utah St.,0.355
13.0,College of Charleston,9.0,Michigan St.,0.259
13.0,College of Charleston,9.0,Northwestern,0.297
13.0,College of Charleston,9.0,TCU,0.265
13.0,College of Charleston,9.0,Texas A&M,0.297
13.0,College of Charleston,10.0,Boise St.,0.33
13.0,College of Charleston,10.0,Colorado,0.29
13.0,College of Charleston,10.0,Colorado St.,0.338
13.0,College of Charleston,10.0,Drake,0.359
13.0,College of Charleston,10.0,Nevada,0.289
13.0,College of Charleston,10.0,Virginia,0.36
13.0,College of Charleston,11.0,Duquesne,0.483
13.0,College of Charleston,11.0,New Mexico,0.207
13.0,College of Charleston,11.0,North Carolina St.,0.396
13.0,College of Charleston,11.0,Oregon,0.346
13.0,College of Charleston,12.0,Grand Canyon,0.354
13.0,College of Charleston,12.0,James Madison,0.336
13.0,College of Charleston,12.0,McNeese St.,0.328
13.0,College of Charleston,12.0,UAB,0.587
13.0,College of Charleston,13.0,Samford,0.402
13.0,College of Charleston,13.0,Vermont,0.601
13.0,College of Charleston,13.0,Yale,0.505
13.0,College of Charleston,14.0,Akron,0.668
13.0,College of Charleston,14.0,Colgate,0.747
13.0,College of Charleston,14.0,Morehead St.,0.667
13.0,College of Charleston,14.0,Oakland,0.666
13.0,College of Charleston,15.0,Long Beach St.,0.786
13.0,College of Charleston,15.0,Saint Peter's,0.8
13.0,College of Charleston,15.0,South Dakota St.,0.745
13.0,College of Charleston,15.0,Western Kentucky,0.699
13.0,College of Charleston,16.0,Grambling St.,0.884
13.0,College of Charleston,16.0,Howard,0.911
13.0,College of Charleston,16.0,Longwood,0.741
13.0,College of Charleston,16.0,Montana St.,0.871
13.0,College of Charleston,16.0,Stetson,0.848
13.0,College of Charleston,16.0,Wagner,0.914
13.0,Samford,1.0,Connecticut,0.093
13.0,Samford,1.0,Houston,0.055
13.0,Samford,1.0,North Carolina,0.264
13.0,Samford,1.0,Purdue,0.11
13.0,Samford,2.0,Arizona,0.185
13.0,Samford,2.0,Iowa St.,0.139
13.0,Samford,2.0,Marquette,0.223
13.0,Samford,2.0,Tennessee,0.225
13.0,Samford,3.0,Baylor,0.281
13.0,Samford,3.0,Creighton,0.369
13.0,Samford,3.0,Illinois,0.27
13.0,Samford,3.0,Kentucky,0.373
13.0,Samford,4.0,Alabama,0.276
13.0,Samford,4.0,Auburn,0.165
13.0,Samford,4.0,Duke,0.278
13.0,Samford,4.0,Kansas,0.353
13.0,Samford,5.0,Gonzaga,0.303
13.0,Samford,5.0,Saint Mary's,0.326
13.0,Samford,5.0,San Diego St.,0.387
13.0,Samford,5.0,Wisconsin,0.321
13.0,Samford,6.0,BYU,0.298
13.0,Samford,6.0,Clemson,0.481
13.0,Samford,6.0,South Carolina,0.414
13.0,Samford,6.0,Texas Tech,0.366
13.0,Samford,7.0,Dayton,0.426
13.0,Samford,7.0,Florida,0.33
13.0,Samford,7.0,Texas,0.351
13.0,Samford,7.0,Washington St.,0.448
13.0,Samford,8.0,Florida Atlantic,0.442
13.0,Samford,8.0,Mississippi St.,0.4
13.0,Samford,8.0,Nebraska,0.375
13.0,Samford,8.0,Utah St.,0.45
13.0,Samford,9.0,Michigan St.,0.341
13.0,Samford,9.0,Northwestern,0.386
13.0,Samford,9.0,TCU,0.349
13.0,Samford,9.0,Texas A&M,0.386
13.0,Samford,10.0,Boise St.,0.423
13.0,Samford,10.0,Colorado,0.378
13.0,Samford,10.0,Colorado St.,0.432
13.0,Samford,10.0,Drake,0.454
13.0,Samford,10.0,Nevada,0.377
13.0,Samford,10.0,Virginia,0.456
13.0,Samford,11.0,Duquesne,0.581
13.0,Samford,11.0,New Mexico,0.28
13.0,Samford,11.0,North Carolina St.,0.494
13.0,Samford,11.0,Oregon,0.44
13.0,Samford,12.0,Grand Canyon,0.449
13.0,Samford,12.0,James Madison,0.429
13.0,Samford,12.0,McNeese St.,0.42
13.0,Samford,12.0,UAB,0.679
13.0,Samford,13.0,College of Charleston,0.598
13.0,Samford,13.0,Vermont,0.691
13.0,Samford,13.0,Yale,0.603
13.0,Samford,14.0,Akron,0.749
13.0,Samford,14.0,Colgate,0.814
13.0,Samford,14.0,Morehead St.,0.749
13.0,Samford,14.0,Oakland,0.748
13.0,Samford,15.0,Long Beach St.,0.846
13.0,Samford,15.0,Saint Peter's,0.856
13.0,Samford,15.0,South Dakota St.,0.813
13.0,Samford,15.0,Western Kentucky,0.775
13.0,Samford,16.0,Grambling St.,0.919
13.0,Samford,16.0,Howard,0.939
13.0,Samford,16.0,Longwood,0.81
13.0,Samford,16.0,Montana St.,0.909
13.0,Samford,16.0,Stetson,0.893
13.0,Samford,16.0,Wagner,0.94
13.0,Vermont,1.0,Connecticut,0.044
13.0,Vermont,1.0,Houston,0.025
13.0,Vermont,1.0,North Carolina,0.138
13.0,Vermont,1.0,Purdue,0.052
13.0,Vermont,2.0,Arizona,0.092
13.0,Vermont,2.0,Iowa St.,0.067
13.0,Vermont,2.0,Marquette,0.114
13.0,Vermont,2.0,Tennessee,0.115
13.0,Vermont,3.0,Baylor,0.149
13.0,Vermont,3.0,Creighton,0.208
13.0,Vermont,3.0,Illinois,0.142
13.0,Vermont,3.0,Kentucky,0.21
13.0,Vermont,4.0,Alabama,0.146
13.0,Vermont,4.0,Auburn,0.081
13.0,Vermont,4.0,Duke,0.147
13.0,Vermont,4.0,Kansas,0.196
13.0,Vermont,5.0,Gonzaga,0.163
13.0,Vermont,5.0,Saint Mary's,0.178
13.0,Vermont,5.0,San Diego St.,0.22
13.0,Vermont,5.0,Wisconsin,0.175
13.0,Vermont,6.0,BYU,0.16
13.0,Vermont,6.0,Clemson,0.293
13.0,Vermont,6.0,South Carolina,0.24
13.0,Vermont,6.0,Texas Tech,0.205
13.0,Vermont,7.0,Dayton,0.249
13.0,Vermont,7.0,Florida,0.18
13.0,Vermont,7.0,Texas,0.195
13.0,Vermont,7.0,Washington St.,0.266
13.0,Vermont,8.0,Florida Atlantic,0.261
13.0,Vermont,8.0,Mississippi St.,0.23
13.0,Vermont,8.0,Nebraska,0.211
13.0,Vermont,8.0,Utah St.,0.268
13.0,Vermont,9.0,Michigan St.,0.188
13.0,Vermont,9.0,Northwestern,0.22
13.0,Vermont,9.0,TCU,0.194
13.0,Vermont,9.0,Texas A&M,0.219
13.0,Vermont,10.0,Boise St.,0.247
13.0,Vermont,10.0,Colorado,0.214
13.0,Vermont,10.0,Colorado St.,0.254
13.0,Vermont,10.0,Drake,0.271
13.0,Vermont,10.0,Nevada,0.213
13.0,Vermont,10.0,Virginia,0.272
13.0,Vermont,11.0,Duquesne,0.383
13.0,Vermont,11.0,New Mexico,0.148
13.0,Vermont,11.0,North Carolina St.,0.304
13.0,Vermont,11.0,Oregon,0.26
13.0,Vermont,12.0,Grand Canyon,0.267
13.0,Vermont,12.0,James Madison,0.252
13.0,Vermont,12.0,McNeese St.,0.245
13.0,Vermont,12.0,UAB,0.486
13.0,Vermont,13.0,College of Charleston,0.399
13.0,Vermont,13.0,Samford,0.309
13.0,Vermont,13.0,Yale,0.404
13.0,Vermont,14.0,Akron,0.572
13.0,Vermont,14.0,Colgate,0.662
13.0,Vermont,14.0,Morehead St.,0.571
13.0,Vermont,14.0,Oakland,0.57
