SEED_1,TEAM_1,SEED_2,TEAM_2,Team1W_Prob
9.0,Texas A&M,3.0,Kentucky,0.487
9.0,Texas A&M,4.0,Alabama,0.378
9.0,Texas A&M,4.0,Auburn,0.239
9.0,Texas A&M,4.0,Duke,0.38
9.0,Texas A&M,4.0,Kansas,0.464
9.0,Texas A&M,5.0,Gonzaga,0.409
9.0,Texas A&M,5.0,Saint Mary's,0.435
9.0,Texas A&M,5.0,San Diego St.,0.501
9.0,Texas A&M,5.0,Wisconsin,0.43
9.0,Texas A&M,6.0,BYU,0.404
9.0,Texas A&M,6.0,Clemson,0.596
9.0,Texas A&M,6.0,South Carolina,0.529
9.0,Texas A&M,6.0,Texas Tech,0.478
9.0,Texas A&M,7.0,Dayton,0.541
9.0,Texas A&M,7.0,Florida,0.439
9.0,Texas A&M,7.0,Texas,0.462
9.0,Texas A&M,7.0,Washington St.,0.564
9.0,Texas A&M,8.0,Florida Atlantic,0.557
9.0,Texas A&M,8.0,Mississippi St.,0.514
9.0,Texas A&M,8.0,Nebraska,0.488
9.0,Texas A&M,8.0,Utah St.,0.566
9.0,Texas A&M,9.0,Michigan St.,0.452
9.0,Texas A&M,9.0,Northwestern,0.5
9.0,Texas A&M,9.0,TCU,0.461
9.0,Texas A&M,10.0,Boise St.,0.538
9.0,Texas A&M,10.0,Colorado,0.492
9.0,Texas A&M,10.0,Colorado St.,0.547
9.0,Texas A&M,10.0,Drake,0.57
9.0,Texas A&M,10.0,Nevada,0.49
9.0,Texas A&M,10.0,Virginia,0.571
9.0,Texas A&M,11.0,Duquesne,0.688
9.0,Texas A&M,11.0,New Mexico,0.382
9.0,Texas A&M,11.0,North Carolina St.,0.608
9.0,Texas A&M,11.0,Oregon,0.555
9.0,Texas A&M,12.0,Grand Canyon,0.564
9.0,Texas A&M,12.0,James Madison,0.544
9.0,Texas A&M,12.0,McNeese St.,0.536
9.0,Texas A&M,12.0,UAB,0.771
9.0,Texas A&M,13.0,College of Charleston,0.703
9.0,Texas A&M,13.0,Samford,0.614
9.0,Texas A&M,13.0,Vermont,0.781
9.0,Texas A&M,13.0,Yale,0.707
9.0,Texas A&M,14.0,Akron,0.826
9.0,Texas A&M,14.0,Colgate,0.875
9.0,Texas A&M,14.0,Morehead St.,0.826
9.0,Texas A&M,14.0,Oakland,0.825
9.0,Texas A&M,15.0,Long Beach St.,0.897
9.0,Texas A&M,15.0,Saint Peter's,0.905
9.0,Texas A&M,15.0,South Dakota St.,0.873
9.0,Texas A&M,15.0,Western Kentucky,0.846
9.0,Texas A&M,16.0,Grambling St.,0.948
9.0,Texas A&M,16.0,Howard,0.96
9.0,Texas A&M,16.0,Longwood,0.871
9.0,Texas A&M,16.0,Montana St.,0.941
9.0,Texas A&M,16.0,Stetson,0.93
9.0,Texas A&M,16.0,Wagner,0.962
10.0,Boise St.,1.0,Connecticut,0.123
10.0,Boise St.,1.0,Houston,0.073
10.0,Boise St.,1.0,North Carolina,0.328
10.0,Boise St.,1.0,Purdue,0.144
10.0,Boise St.,2.0,Arizona,0.237
10.0,Boise St.,2.0,Iowa St.,0.18
10.0,Boise St.,2.0,Marquette,0.281
10.0,Boise St.,2.0,Tennessee,0.284
10.0,Boise St.,3.0,Baylor,0.348
10.0,Boise St.,3.0,Creighton,0.444
10.0,Boise St.,3.0,Illinois,0.336
10.0,Boise St.,3.0,Kentucky,0.448
10.0,Boise St.,4.0,Alabama,0.342
10.0,Boise St.,4.0,Auburn,0.212
10.0,Boise St.,4.0,Duke,0.345
10.0,Boise St.,4.0,Kansas,0.426
10.0,Boise St.,5.0,Gonzaga,0.372
10.0,Boise St.,5.0,Saint Mary's,0.398
10.0,Boise St.,5.0,San Diego St.,0.463
10.0,Boise St.,5.0,Wisconsin,0.393
10.0,Boise St.,6.0,BYU,0.367
10.0,Boise St.,6.0,Clemson,0.559
10.0,Boise St.,6.0,South Carolina,0.491
10.0,Boise St.,6.0,Texas Tech,0.44
10.0,Boise St.,7.0,Dayton,0.503
10.0,Boise St.,7.0,Florida,0.402
10.0,Boise St.,7.0,Texas,0.425
10.0,Boise St.,7.0,Washington St.,0.526
10.0,Boise St.,8.0,Florida Atlantic,0.519
10.0,Boise St.,8.0,Mississippi St.,0.476
10.0,Boise St.,8.0,Nebraska,0.45
10.0,Boise St.,8.0,Utah St.,0.528
10.0,Boise St.,9.0,Michigan St.,0.414
10.0,Boise St.,9.0,Northwestern,0.462
10.0,Boise St.,9.0,TCU,0.423
10.0,Boise St.,9.0,Texas A&M,0.462
10.0,Boise St.,10.0,Colorado,0.454
10.0,Boise St.,10.0,Colorado St.,0.509
10.0,Boise St.,10.0,Drake,0.532
10.0,Boise St.,10.0,Nevada,0.452
10.0,Boise St.,10.0,Virginia,0.533
10.0,Boise St.,11.0,Duquesne,0.655
10.0,Boise St.,11.0,New Mexico,0.347
10.0,Boise St.,11.0,North Carolina St.,0.571
10.0,Boise St.,11.0,Oregon,0.517
10.0,Boise St.,12.0,Grand Canyon,0.526
10.0,Boise St.,12.0,James Madison,0.506
10.0,Boise St.,12.0,McNeese St.,0.497
10.0,Boise St.,12.0,UAB,0.743
10.0,Boise St.,13.0,College of Charleston,0.67
10.0,Boise St.,13.0,Samford,0.577
10.0,Boise St.,13.0,Vermont,0.753
10.0,Boise St.,13.0,Yale,0.674
10.0,Boise St.,14.0,Akron,0.803
10.0,Boise St.,14.0,Colgate,0.857
10.0,Boise St.,14.0,Morehead St.,0.803
10.0,Boise St.,14.0,Oakland,0.802
10.0,Boise St.,15.0,Long Beach St.,0.882
10.0,Boise St.,15.0,Saint Peter's,0.89
10.0,Boise St.,15.0,South Dakota St.,0.855
10.0,Boise St.,15.0,Western Kentucky,0.825
10.0,Boise St.,16.0,Grambling St.,0.939
10.0,Boise St.,16.0,Howard,0.954
10.0,Boise St.,16.0,Longwood,0.853
10.0,Boise St.,16.0,Montana St.,0.932
10.0,Boise St.,16.0,Stetson,0.919
10.0,Boise St.,16.0,Wagner,0.956
10.0,Colorado,1.0,Connecticut,0.144
10.0,Colorado,1.0,Houston,0.087
10.0,Colorado,1.0,North Carolina,0.371
10.0,Colorado,1.0,Purdue,0.169
10.0,Colorado,2.0,Arizona,0.272
10.0,Colorado,2.0,Iowa St.,0.209
10.0,Colorado,2.0,Marquette,0.32
10.0,Colorado,2.0,Tennessee,0.323
10.0,Colorado,3.0,Baylor,0.391
10.0,Colorado,3.0,Creighton,0.491
10.0,Colorado,3.0,Illinois,0.378
10.0,Colorado,3.0,Kentucky,0.495
10.0,Colorado,4.0,Alabama,0.385
10.0,Colorado,4.0,Auburn,0.245
10.0,Colorado,4.0,Duke,0.388
10.0,Colorado,4.0,Kansas,0.472
10.0,Colorado,5.0,Gonzaga,0.417
10.0,Colorado,5.0,Saint Mary's,0.443
10.0,Colorado,5.0,San Diego St.,0.509
10.0,Colorado,5.0,Wisconsin,0.438
10.0,Colorado,6.0,BYU,0.411
10.0,Colorado,6.0,Clemson,0.604
10.0,Colorado,6.0,South Carolina,0.537
10.0,Colorado,6.0,Texas Tech,0.486
10.0,Colorado,7.0,Dayton,0.549
10.0,Colorado,7.0,Florida,0.447
10.0,Colorado,7.0,Texas,0.47
10.0,Colorado,7.0,Washington St.,0.572
10.0,Colorado,8.0,Florida Atlantic,0.565
10.0,Colorado,8.0,Mississippi St.,0.522
10.0,Colorado,8.0,Nebraska,0.496
10.0,Colorado,8.0,Utah St.,0.574
10.0,Colorado,9.0,Michigan St.,0.46
10.0,Colorado,9.0,Northwestern,0.508
10.0,Colorado,9.0,TCU,0.469
10.0,Colorado,9.0,Texas A&M,0.508
10.0,Colorado,10.0,Boise St.,0.546
10.0,Colorado,10.0,Colorado St.,0.555
10.0,Colorado,10.0,Drake,0.578
10.0,Colorado,10.0,Nevada,0.498
10.0,Colorado,10.0,Virginia,0.579
10.0,Colorado,11.0,Duquesne,0.695
10.0,Colorado,11.0,New Mexico,0.39
10.0,Colorado,11.0,North Carolina St.,0.616
10.0,Colorado,11.0,Oregon,0.563
10.0,Colorado,12.0,Grand Canyon,0.572
10.0,Colorado,12.0,James Madison,0.552
10.0,Colorado,12.0,McNeese St.,0.544
10.0,Colorado,12.0,UAB,0.776
10.0,Colorado,13.0,College of Charleston,0.71
10.0,Colorado,13.0,Samford,0.622
10.0,Colorado,13.0,Vermont,0.786
10.0,Colorado,13.0,Yale,0.714
10.0,Colorado,14.0,Akron,0.831
10.0,Colorado,14.0,Colgate,0.878
10.0,Colorado,14.0,Morehead St.,0.83
10.0,Colorado,14.0,Oakland,0.829
10.0,Colorado,15.0,Long Beach St.,0.9
10.0,Colorado,15.0,Saint Peter's,0.907
10.0,Colorado,15.0,South Dakota St.,0.877
10.0,Colorado,15.0,Western Kentucky,0.85
10.0,Colorado,16.0,Grambling St.,0.949
10.0,Colorado,16.0,Howard,0.962
10.0,Colorado,16.0,Longwood,0.875
10.0,Colorado,16.0,Montana St.,0.943
10.0,Colorado,16.0,Stetson,0.932
10.0,Colorado,16.0,Wagner,0.963
10.0,Colorado St.,1.0,Connecticut,0.119
10.0,Colorado St.,1.0,Houston,0.071
10.0,Colorado St.,1.0,North Carolina,0.321
10.0,Colorado St.,1.0,Purdue,0.14
10.0,Colorado St.,2.0,Arizona,0.231
10.0,Colorado St.,2.0,Iowa St.,0.175
10.0,Colorado St.,2.0,Marquette,0.274
10.0,Colorado St.,2.0,Tennessee,0.277
10.0,Colorado St.,3.0,Baylor,0.34
10.0,Colorado St.,3.0,Creighton,0.436
10.0,Colorado St.,3.0,Illinois,0.328
10.0,Colorado St.,3.0,Kentucky,0.44
10.0,Colorado St.,4.0,Alabama,0.334
10.0,Colorado St.,4.0,Auburn,0.206
10.0,Colorado St.,4.0,Duke,0.337
10.0,Colorado St.,4.0,Kansas,0.418
10.0,Colorado St.,5.0,Gonzaga,0.364
10.0,Colorado St.,5.0,Saint Mary's,0.389
10.0,Colorado St.,5.0,San Diego St.,0.454
10.0,Colorado St.,5.0,Wisconsin,0.384
10.0,Colorado St.,6.0,BYU,0.359
10.0,Colorado St.,6.0,Clemson,0.55
10.0,Colorado St.,6.0,South Carolina,0.482
10.0,Colorado St.,6.0,Texas Tech,0.432
10.0,Colorado St.,7.0,Dayton,0.494
10.0,Colorado St.,7.0,Florida,0.393
10.0,Colorado St.,7.0,Texas,0.416
10.0,Colorado St.,7.0,Washington St.,0.517
10.0,Colorado St.,8.0,Florida Atlantic,0.51
10.0,Colorado St.,8.0,Mississippi St.,0.467
10.0,Colorado St.,8.0,Nebraska,0.441
10.0,Colorado St.,8.0,Utah St.,0.519
10.0,Colorado St.,9.0,Michigan St.,0.406
10.0,Colorado St.,9.0,Northwestern,0.453
10.0,Colorado St.,9.0,TCU,0.414
10.0,Colorado St.,9.0,Texas A&M,0.453
10.0,Colorado St.,10.0,Boise St.,0.491
10.0,Colorado St.,10.0,Colorado,0.445
10.0,Colorado St.,10.0,Drake,0.523
10.0,Colorado St.,10.0,Nevada,0.443
10.0,Colorado St.,10.0,Virginia,0.524
10.0,Colorado St.,11.0,Duquesne,0.647
10.0,Colorado St.,11.0,New Mexico,0.339
10.0,Colorado St.,11.0,North Carolina St.,0.562
10.0,Colorado St.,11.0,Oregon,0.508
10.0,Colorado St.,12.0,Grand Canyon,0.518
10.0,Colorado St.,12.0,James Madison,0.497
10.0,Colorado St.,12.0,McNeese St.,0.488
10.0,Colorado St.,12.0,UAB,0.736
10.0,Colorado St.,13.0,College of Charleston,0.662
10.0,Colorado St.,13.0,Samford,0.568
10.0,Colorado St.,13.0,Vermont,0.746
10.0,Colorado St.,13.0,Yale,0.666
10.0,Colorado St.,14.0,Akron,0.797
10.0,Colorado St.,14.0,Colgate,0.852
10.0,Colorado St.,14.0,Morehead St.,0.797
10.0,Colorado St.,14.0,Oakland,0.796
10.0,Colorado St.,15.0,Long Beach St.,0.878
10.0,Colorado St.,15.0,Saint Peter's,0.887
10.0,Colorado St.,15.0,South Dakota St.,0.851
10.0,Colorado St.,15.0,Western Kentucky,0.82
10.0,Colorado St.,16.0,Grambling St.,0.937
10.0,Colorado St.,16.0,Howard,0.953
10.0,Colorado St.,16.0,Longwood,0.849
10.0,Colorado St.,16.0,Montana St.,0.929
10.0,Colorado St.,16.0,Stetson,0.916
10.0,Colorado St.,16.0,Wagner,0.954
10.0,Drake,1.0,Connecticut,0.11
10.0,Drake,1.0,Houston,0.065
10.0,Drake,1.0,North Carolina,0.301
10.0,Drake,1.0,Purdue,0.129
10.0,Drake,2.0,Arizona,0.215
10.0,Drake,2.0,Iowa St.,0.162
10.0,Drake,2.0,Marquette,0.256
10.0,Drake,2.0,Tennessee,0.259
10.0,Drake,3.0,Baylor,0.32
10.0,Drake,3.0,Creighton,0.413
10.0,Drake,3.0,Illinois,0.308
10.0,Drake,3.0,Kentucky,0.417
10.0,Drake,4.0,Alabama,0.314
10.0,Drake,4.0,Auburn,0.192
10.0,Drake,4.0,Duke,0.316
10.0,Drake,4.0,Kansas,0.395
10.0,Drake,5.0,Gonzaga,0.343
10.0,Drake,5.0,Saint Mary's,0.368
10.0,Drake,5.0,San Diego St.,0.432
10.0,Drake,5.0,Wisconsin,0.363
10.0,Drake,6.0,BYU,0.338
10.0,Drake,6.0,Clemson,0.527
10.0,Drake,6.0,South Carolina,0.459
10.0,Drake,6.0,Texas Tech,0.409
10.0,Drake,7.0,Dayton,0.471
10.0,Drake,7.0,Florida,0.372
10.0,Drake,7.0,Texas,0.394
10.0,Drake,7.0,Washington St.,0.494
10.0,Drake,8.0,Florida Atlantic,0.487
10.0,Drake,8.0,Mississippi St.,0.445
10.0,Drake,8.0,Nebraska,0.419
10.0,Drake,8.0,Utah St.,0.496
10.0,Drake,9.0,Michigan St.,0.384
10.0,Drake,9.0,Northwestern,0.431
10.0,Drake,9.0,TCU,0.392
10.0,Drake,9.0,Texas A&M,0.43
10.0,Drake,10.0,Boise St.,0.468
10.0,Drake,10.0,Colorado,0.422
10.0,Drake,10.0,Colorado St.,0.477
10.0,Drake,10.0,Nevada,0.421
10.0,Drake,10.0,Virginia,0.501
10.0,Drake,11.0,Duquesne,0.625
10.0,Drake,11.0,New Mexico,0.319
10.0,Drake,11.0,North Carolina St.,0.539
10.0,Drake,11.0,Oregon,0.485
10.0,Drake,12.0,Grand Canyon,0.495
10.0,Drake,12.0,James Madison,0.474
10.0,Drake,12.0,McNeese St.,0.466
10.0,Drake,12.0,UAB,0.717
10.0,Drake,13.0,College of Charleston,0.641
10.0,Drake,13.0,Samford,0.546
10.0,Drake,13.0,Vermont,0.729
10.0,Drake,13.0,Yale,0.646
10.0,Drake,14.0,Akron,0.782
10.0,Drake,14.0,Colgate,0.84
10.0,Drake,14.0,Morehead St.,0.782
10.0,Drake,14.0,Oakland,0.781
10.0,Drake,15.0,Long Beach St.,0.868
10.0,Drake,15.0,Saint Peter's,0.877
10.0,Drake,15.0,South Dakota St.,0.839
10.0,Drake,15.0,Western Kentucky,0.806
10.0,Drake,16.0,Grambling St.,0.932
10.0,Drake,16.0,Howard,0.948
10.0,Drake,16.0,Longwood,0.837
10.0,Drake,16.0,Montana St.,0.923
10.0,Drake,16.0,Stetson,0.909
10.0,Drake,16.0,Wagner,0.95
10.0,Nevada,1.0,Connecticut,0.145
10.0,Nevada,1.0,Houston,0.087
10.0,Nevada,1.0,North Carolina,0.372
10.0,Nevada,1.0,Purdue,0.17
10.0,Nevada,2.0,Arizona,0.274
10.0,Nevada,2.0,Iowa St.,0.211
10.0,Nevada,2.0,Marquette,0.322
10.0,Nevada,2.0,Tennessee,0.325
10.0,Nevada,3.0,Baylor,0.393
10.0,Nevada,3.0,Creighton,0.492
10.0,Nevada,3.0,Illinois,0.38
10.0,Nevada,3.0,Kentucky,0.497
10.0,Nevada,4.0,Alabama,0.387
10.0,Nevada,4.0,Auburn,0.246
10.0,Nevada,4.0,Duke,0.389
10.0,Nevada,4.0,Kansas,0.474
10.0,Nevada,5.0,Gonzaga,0.418
10.0,Nevada,5.0,Saint Mary's,0.445
10.0,Nevada,5.0,San Diego St.,0.511
10.0,Nevada,5.0,Wisconsin,0.44
10.0,Nevada,6.0,BYU,0.413
10.0,Nevada,6.0,Clemson,0.606
10.0,Nevada,6.0,South Carolina,0.539
10.0,Nevada,6.0,Texas Tech,0.488
10.0,Nevada,7.0,Dayton,0.551
10.0,Nevada,7.0,Florida,0.449
10.0,Nevada,7.0,Texas,0.472
10.0,Nevada,7.0,Washington St.,0.573
10.0,Nevada,8.0,Florida Atlantic,0.567
10.0,Nevada,8.0,Mississippi St.,0.524
10.0,Nevada,8.0,Nebraska,0.498
10.0,Nevada,8.0,Utah St.,0.575
10.0,Nevada,9.0,Michigan St.,0.462
10.0,Nevada,9.0,Northwestern,0.51
10.0,Nevada,9.0,TCU,0.471
10.0,Nevada,9.0,Texas A&M,0.51
10.0,Nevada,10.0,Boise St.,0.548
10.0,Nevada,10.0,Colorado,0.502
10.0,Nevada,10.0,Colorado St.,0.557
10.0,Nevada,10.0,Drake,0.579
10.0,Nevada,10.0,Virginia,0.581
10.0,Nevada,11.0,Duquesne,0.697
10.0,Nevada,11.0,New Mexico,0.392
10.0,Nevada,11.0,North Carolina St.,0.617
10.0,Nevada,11.0,Oregon,0.565
10.0,Nevada,12.0,Grand Canyon,0.574
10.0,Nevada,12.0,James Madison,0.554
10.0,Nevada,12.0,McNeese St.,0.545
10.0,Nevada,12.0,UAB,0.778
10.0,Nevada,13.0,College of Charleston,0.711
10.0,Nevada,13.0,Samford,0.623
10.0,Nevada,13.0,Vermont,0.787
10.0,Nevada,13.0,Yale,0.715
10.0,Nevada,14.0,Akron,0.832
10.0,Nevada,14.0,Colgate,0.879
10.0,Nevada,14.0,Morehead St.,0.832
10.0,Nevada,14.0,Oakland,0.831
10.0,Nevada,15.0,Long Beach St.,0.901
10.0,Nevada,15.0,Saint Peter's,0.908
10.0,Nevada,15.0,South Dakota St.,0.878
10.0,Nevada,15.0,Western Kentucky,0.851
10.0,Nevada,16.0,Grambling St.,0.95
10.0,Nevada,16.0,Howard,0.962
10.0,Nevada,16.0,Longwood,0.876
10.0,Nevada,16.0,Montana St.,0.943
10.0,Nevada,16.0,Stetson,0.932
10.0,Nevada,16.0,Wagner,0.963
10.0,Virginia,1.0,Connecticut,0.109
10.0,Virginia,1.0,Houston,0.064
10.0,Virginia,1.0,North Carolina,0.3
10.0,Virginia,1.0,Purdue,0.129
10.0,Virginia,2.0,Arizona,0.214
10.0,Virginia,2.0,Iowa St.,0.161
10.0,Virginia,2.0,Marquette,0.255
10.0,Virginia,2.0,Tennessee,0.258
10.0,Virginia,3.0,Baylor,0.318
10.0,Virginia,3.0,Creighton,0.412
10.0,Virginia,3.0,Illinois,0.307
10.0,Virginia,3.0,Kentucky,0.416
10.0,Virginia,4.0,Alabama,0.313
10.0,Virginia,4.0,Auburn,0.191
10.0,Virginia,4.0,Duke,0.315
10.0,Virginia,4.0,Kansas,0.394
10.0,Virginia,5.0,Gonzaga,0.342
10.0,Virginia,5.0,Saint Mary's,0.366
10.0,Virginia,5.0,San Diego St.,0.43
10.0,Virginia,5.0,Wisconsin,0.361
10.0,Virginia,6.0,BYU,0.337
10.0,Virginia,6.0,Clemson,0.525
10.0,Virginia,6.0,South Carolina,0.458
10.0,Virginia,6.0,Texas Tech,0.408
10.0,Virginia,7.0,Dayton,0.47
10.0,Virginia,7.0,Florida,0.37
10.0,Virginia,7.0,Texas,0.392
10.0,Virginia,7.0,Washington St.,0.492
10.0,Virginia,8.0,Florida Atlantic,0.486
10.0,Virginia,8.0,Mississippi St.,0.443
10.0,Virginia,8.0,Nebraska,0.417
10.0,Virginia,8.0,Utah St.,0.494
10.0,Virginia,9.0,Michigan St.,0.382
10.0,Virginia,9.0,Northwestern,0.429
10.0,Virginia,9.0,TCU,0.391
10.0,Virginia,9.0,Texas A&M,0.429
10.0,Virginia,10.0,Boise St.,0.467
10.0,Virginia,10.0,Colorado,0.421
10.0,Virginia,10.0,Colorado St.,0.476
10.0,Virginia,10.0,Drake,0.498
10.0,Virginia,10.0,Nevada,0.419
10.0,Virginia,11.0,Duquesne,0.624
10.0,Virginia,11.0,New Mexico,0.317
10.0,Virginia,11.0,North Carolina St.,0.538
10.0,Virginia,11.0,Oregon,0.484
10.0,Virginia,12.0,Grand Canyon,0.493
10.0,Virginia,12.0,James Madison,0.473
10.0,Virginia,12.0,McNeese St.,0.464
10.0,Virginia,12.0,UAB,0.716
10.0,Virginia,13.0,College of Charleston,0.64
10.0,Virginia,13.0,Samford,0.544
10.0,Virginia,13.0,Vermont,0.728
10.0,Virginia,13.0,Yale,0.644
10.0,Virginia,14.0,Akron,0.781
10.0,Virginia,14.0,Colgate,0.84
10.0,Virginia,14.0,Morehead St.,0.781
10.0,Virginia,14.0,Oakland,0.78
10.0,Virginia,15.0,Long Beach St.,0.867
10.0,Virginia,15.0,Saint Peter's,0.877
10.0,Virginia,15.0,South Dakota St.,0.838
10.0,Virginia,15.0,Western Kentucky,0.805
10.0,Virginia,16.0,Grambling St.,0.931
10.0,Virginia,16.0,Howard,0.948
10.0,Virginia,16.0,Longwood,0.836
10.0,Virginia,16.0,Montana St.,0.923
10.0,Virginia,16.0,Stetson,0.909
10.0,Virginia,16.0,Wagner,0.95
11.0,Duquesne,1.0,Connecticut,0.069
11.0,Duquesne,1.0,Houston,0.04
11.0,Duquesne,1.0,North Carolina,0.205
11.0,Duquesne,1.0,Purdue,0.082
11.0,Duquesne,2.0,Arizona,0.141
11.0,Duquesne,2.0,Iowa St.,0.104
11.0,Duquesne,2.0,Marquette,0.171
11.0,Duquesne,2.0,Tennessee,0.173
11.0,Duquesne,3.0,Baylor,0.22
11.0,Duquesne,3.0,Creighton,0.297
11.0,Duquesne,3.0,Illinois,0.21
11.0,Duquesne,3.0,Kentucky,0.3
11.0,Duquesne,4.0,Alabama,0.216
11.0,Duquesne,4.0,Auburn,0.124
11.0,Duquesne,4.0,Duke,0.217
11.0,Duquesne,4.0,Kansas,0.282
11.0,Duquesne,5.0,Gonzaga,0.238
11.0,Duquesne,5.0,Saint Mary's,0.258
11.0,Duquesne,5.0,San Diego St.,0.313
11.0,Duquesne,5.0,Wisconsin,0.254
11.0,Duquesne,6.0,BYU,0.234
11.0,Duquesne,6.0,Clemson,0.4
11.0,Duquesne,6.0,South Carolina,0.337
11.0,Duquesne,6.0,Texas Tech,0.293
11.0,Duquesne,7.0,Dayton,0.348
11.0,Duquesne,7.0,Florida,0.262
11.0,Duquesne,7.0,Texas,0.28
11.0,Duquesne,7.0,Washington St.,0.369
11.0,Duquesne,8.0,Florida Atlantic,0.363
11.0,Duquesne,8.0,Mississippi St.,0.324
11.0,Duquesne,8.0,Nebraska,0.301
11.0,Duquesne,8.0,Utah St.,0.371
11.0,Duquesne,9.0,Michigan St.,0.272
11.0,Duquesne,9.0,Northwestern,0.312
11.0,Duquesne,9.0,TCU,0.279
11.0,Duquesne,9.0,Texas A&M,0.312
11.0,Duquesne,10.0,Boise St.,0.345
11.0,Duquesne,10.0,Colorado,0.305
11.0,Duquesne,10.0,Colorado St.,0.353
11.0,Duquesne,10.0,Drake,0.375
11.0,Duquesne,10.0,Nevada,0.303
11.0,Duquesne,10.0,Virginia,0.376
11.0,Duquesne,11.0,New Mexico,0.219
11.0,Duquesne,11.0,North Carolina St.,0.412
11.0,Duquesne,11.0,Oregon,0.361
11.0,Duquesne,12.0,Grand Canyon,0.37
11.0,Duquesne,12.0,James Madison,0.351
11.0,Duquesne,12.0,McNeese St.,0.343
11.0,Duquesne,12.0,UAB,0.603
11.0,Duquesne,13.0,College of Charleston,0.517
11.0,Duquesne,13.0,Samford,0.419
11.0,Duquesne,13.0,Vermont,0.617
11.0,Duquesne,13.0,Yale,0.522
11.0,Duquesne,14.0,Akron,0.682
11.0,Duquesne,14.0,Colgate,0.759
11.0,Duquesne,14.0,Morehead St.,0.682
11.0,Duquesne,14.0,Oakland,0.681
11.0,Duquesne,15.0,Long Beach St.,0.798
11.0,Duquesne,15.0,Saint Peter's,0.811
11.0,Duquesne,15.0,South Dakota St.,0.757
11.0,Duquesne,15.0,Western Kentucky,0.713
11.0,Duquesne,16.0,Grambling St.,0.891
11.0,Duquesne,16.0,Howard,0.917
11.0,Duquesne,16.0,Longwood,0.754
11.0,Duquesne,16.0,Montana St.,0.878
11.0,Duquesne,16.0,Stetson,0.857
11.0,Duquesne,16.0,Wagner,0.919
11.0,New Mexico,1.0,Connecticut,0.208
11.0,New Mexico,1.0,Houston,0.129
11.0,New Mexico,1.0,North Carolina,0.479
11.0,New Mexico,1.0,Purdue,0.241
11.0,New Mexico,2.0,Arizona,0.369
11.0,New Mexico,2.0,Iowa St.,0.293
11.0,New Mexico,2.0,Marquette,0.424
11.0,New Mexico,2.0,Tennessee,0.427
11.0,New Mexico,3.0,Baylor,0.501
11.0,New Mexico,3.0,Creighton,0.601
11.0,New Mexico,3.0,Illinois,0.487
11.0,New Mexico,3.0,Kentucky,0.605
11.0,New Mexico,4.0,Alabama,0.495
11.0,New Mexico,4.0,Auburn,0.336
11.0,New Mexico,4.0,Duke,0.497
11.0,New Mexico,4.0,Kansas,0.583
11.0,New Mexico,5.0,Gonzaga,0.528
11.0,New Mexico,5.0,Saint Mary's,0.554
11.0,New Mexico,5.0,San Diego St.,0.619
11.0,New Mexico,5.0,Wisconsin,0.549
11.0,New Mexico,6.0,BYU,0.522
11.0,New Mexico,6.0,Clemson,0.704
11.0,New Mexico,6.0,South Carolina,0.645
11.0,New Mexico,6.0,Texas Tech,0.597
11.0,New Mexico,7.0,Dayton,0.656
11.0,New Mexico,7.0,Florida,0.559
11.0,New Mexico,7.0,Texas,0.581
11.0,New Mexico,7.0,Washington St.,0.676
11.0,New Mexico,8.0,Florida Atlantic,0.67
11.0,New Mexico,8.0,Mississippi St.,0.631
11.0,New Mexico,8.0,Nebraska,0.606
11.0,New Mexico,8.0,Utah St.,0.678
11.0,New Mexico,9.0,Michigan St.,0.571
11.0,New Mexico,9.0,Northwestern,0.618
11.0,New Mexico,9.0,TCU,0.58
11.0,New Mexico,9.0,Texas A&M,0.618
11.0,New Mexico,10.0,Boise St.,0.653
11.0,New Mexico,10.0,Colorado,0.61
11.0,New Mexico,10.0,Colorado St.,0.661
11.0,New Mexico,10.0,Drake,0.681
11.0,New Mexico,10.0,Nevada,0.608
11.0,New Mexico,10.0,Virginia,0.683
11.0,New Mexico,11.0,Duquesne,0.781
11.0,New Mexico,11.0,North Carolina St.,0.715
11.0,New Mexico,11.0,Oregon,0.669
11.0,New Mexico,12.0,Grand Canyon,0.677
11.0,New Mexico,12.0,James Madison,0.659
11.0,New Mexico,12.0,McNeese St.,0.651
11.0,New Mexico,12.0,UAB,0.844
11.0,New Mexico,13.0,College of Charleston,0.793
11.0,New Mexico,13.0,Samford,0.72
11.0,New Mexico,13.0,Vermont,0.852
11.0,New Mexico,13.0,Yale,0.796
11.0,New Mexico,14.0,Akron,0.885
11.0,New Mexico,14.0,Colgate,0.918
11.0,New Mexico,14.0,Morehead St.,0.885
11.0,New Mexico,14.0,Oakland,0.884
11.0,New Mexico,15.0,Long Beach St.,0.934
11.0,New Mexico,15.0,Saint Peter's,0.939
11.0,New Mexico,15.0,South Dakota St.,0.918
11.0,New Mexico,15.0,Western Kentucky,0.899
11.0,New Mexico,16.0,Grambling St.,0.967
11.0,New Mexico,16.0,Howard,0.975
11.0,New Mexico,16.0,Longwood,0.916
11.0,New Mexico,16.0,Montana St.,0.963
11.0,New Mexico,16.0,Stetson,0.955
11.0,New Mexico,16.0,Wagner,0.976
11.0,North Carolina St.,1.0,Connecticut,0.095
11.0,North Carolina St.,1.0,Houston,0.056
11.0,North Carolina St.,1.0,North Carolina,0.269
